variant,temperature,initial_xm,status,final_aq,final_xm,constraint_init_iterations,solves
undamped,2.88000000000000000e+02,1.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178138966214874e+02,8,8
undamped,2.88000000000000000e+02,3.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178139748570516e+02,6,6
undamped,2.88000000000000000e+02,6.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178138995860195e+02,5,5
undamped,2.88000000000000000e+02,8.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178140223476817e+02,4,4
undamped,2.88000000000000000e+02,9.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178187194281463e+02,3,3
undamped,2.88000000000000000e+02,1.20000000000000000e+03,Converged,8.52257876262356527e+05,9.23178293144397685e+02,4,4
undamped,2.88000000000000000e+02,2.00000000000000000e+03,Converged,8.52257876262356527e+05,9.23178138964740356e+02,6,6
undamped,2.89000000000000000e+02,1.00000000000000000e+00,Constraint Initialization Failed,1.00000000000000000e+00,1.00000000000000000e+00,11,11
undamped,2.89000000000000000e+02,1.00000000000000000e+01,Converged,9.29447828839442111e+05,9.64078747327456085e+02,11,11
undamped,2.89000000000000000e+02,1.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746186929038e+02,8,8
undamped,2.89000000000000000e+02,3.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078748366510581e+02,6,6
undamped,2.89000000000000000e+02,6.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746325046382e+02,5,5
undamped,2.89000000000000000e+02,8.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078756981626498e+02,4,4
undamped,2.89000000000000000e+02,9.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746185544333e+02,4,4
undamped,2.89000000000000000e+02,1.20000000000000000e+03,Converged,9.29447828839442111e+05,9.64078784649339013e+02,4,4
undamped,2.89000000000000000e+02,2.00000000000000000e+03,Converged,9.29447828839442111e+05,9.64078841710651318e+02,5,5
undamped,2.90000000000000000e+02,1.00000000000000000e+00,Constraint Initialization Failed,1.00000000000000000e+00,1.00000000000000000e+00,11,11
undamped,2.90000000000000000e+02,1.00000000000000000e+01,Converged,1.01302305236810027e+06,1.00649046605612591e+03,11,11
undamped,2.90000000000000000e+02,1.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046314487600e+03,8,8
undamped,2.90000000000000000e+02,3.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046888054124e+03,6,6
undamped,2.90000000000000000e+02,6.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046369656332e+03,5,5
undamped,2.90000000000000000e+02,8.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649052178989052e+03,4,4
undamped,2.90000000000000000e+02,9.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046331898342e+03,4,4
undamped,2.90000000000000000e+02,1.20000000000000000e+03,Converged,1.01302305236810027e+06,1.00649047017261148e+03,4,4
undamped,2.90000000000000000e+02,2.00000000000000000e+03,Converged,1.01302305236810027e+06,1.00649050383204712e+03,5,5
undamped,2.91000000000000000e+02,1.00000000000000000e+00,Constraint Initialization Failed,1.00000000000000000e+00,1.00000000000000000e+00,11,11
undamped,2.91000000000000000e+02,1.00000000000000000e+01,Converged,1.10346009899750631e+06,1.05045709766940740e+03,11,11
undamped,2.91000000000000000e+02,1.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709055836915e+03,8,8
undamped,2.91000000000000000e+02,3.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045710487731208e+03,6,6
undamped,2.91000000000000000e+02,6.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709249908055e+03,5,5
undamped,2.91000000000000000e+02,8.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709050753817e+03,5,5
undamped,2.91000000000000000e+02,9.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709314152737e+03,4,4
undamped,2.91000000000000000e+02,1.20000000000000000e+03,Converged,1.10346009899750631e+06,1.05045709130618457e+03,4,4
undamped,2.91000000000000000e+02,2.00000000000000000e+03,Converged,1.10346009899750631e+06,1.05045710683062930e+03,5,5
undamped,2.92000000000000000e+02,1.00000000000000000e+00,Constraint Initialization Failed,1.00000000000000000e+00,1.00000000000000000e+00,11,11
undamped,2.92000000000000000e+02,1.00000000000000000e+01,Converged,1.20126707565061492e+06,1.09602331749571272e+03,11,11
undamped,2.92000000000000000e+02,1.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330083527522e+03,8,8
undamped,2.92000000000000000e+02,3.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602333487862802e+03,6,6
undamped,2.92000000000000000e+02,6.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330696802369e+03,5,5
undamped,2.92000000000000000e+02,8.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330068808919e+03,5,5
undamped,2.92000000000000000e+02,9.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602331965428630e+03,4,4
undamped,2.92000000000000000e+02,1.20000000000000000e+03,Converged,1.20126707565061492e+06,1.09602330072658901e+03,4,4
undamped,2.92000000000000000e+02,2.00000000000000000e+03,Converged,1.20126707565061492e+06,1.09602330680424643e+03,5,5
damped,2.78000000000000000e+02,1.00000000000000000e+00,Converged,3.46044558018628159e+05,5.88255521708343394e+02,5,17
damped,2.78000000000000000e+02,1.00000000000000000e+01,Converged,3.46044558018628159e+05,5.88255521028602288e+02,5,14
damped,2.78000000000000000e+02,1.00000000000000000e+02,Converged,3.46044558018628159e+05,5.88255521100145984e+02,6,12
damped,2.78000000000000000e+02,3.00000000000000000e+02,Converged,3.46044558018628159e+05,5.88255538827370515e+02,5,9
damped,2.78000000000000000e+02,6.00000000000000000e+02,Converged,3.46044558018628159e+05,5.88255532254621244e+02,3,5
damped,2.78000000000000000e+02,8.00000000000000000e+02,Converged,3.46044558018628159e+05,5.88255521026999759e+02,5,9
damped,2.78000000000000000e+02,9.00000000000000000e+02,Converged,3.46044558018628159e+05,5.88255521043062345e+02,5,9
damped,2.78000000000000000e+02,1.20000000000000000e+03,Converged,3.46044558018628159e+05,5.88255562411975689e+02,5,9
damped,2.78000000000000000e+02,2.00000000000000000e+03,Converged,3.46044558018628159e+05,5.88255525458517354e+02,6,11
damped,2.79000000000000000e+02,1.00000000000000000e+00,Converged,3.79785719177938823e+05,6.16267578035501856e+02,5,17
damped,2.79000000000000000e+02,1.00000000000000000e+01,Converged,3.79785719177938823e+05,6.16267587047992265e+02,4,12
damped,2.79000000000000000e+02,1.00000000000000000e+02,Converged,3.79785719177938823e+05,6.16267571114701582e+02,5,11
damped,2.79000000000000000e+02,3.00000000000000000e+02,Converged,3.79785719177938823e+05,6.16267621130577027e+02,5,9
damped,2.79000000000000000e+02,6.00000000000000000e+02,Converged,3.79785719177938823e+05,6.16267610533963875e+02,3,5
damped,2.79000000000000000e+02,8.00000000000000000e+02,Converged,3.79785719177938823e+05,6.16267669974024670e+02,4,7
damped,2.79000000000000000e+02,9.00000000000000000e+02,Converged,3.79785719177938823e+05,6.16267571093410879e+02,5,9
damped,2.79000000000000000e+02,1.20000000000000000e+03,Converged,3.79785719177938823e+05,6.16267587062032703e+02,5,9
damped,2.79000000000000000e+02,2.00000000000000000e+03,Converged,3.79785719177938823e+05,6.16267572822984903e+02,6,11
damped,2.80000000000000000e+02,1.00000000000000000e+00,Converged,4.16539909210004495e+05,6.45399031053775275e+02,6,20
damped,2.80000000000000000e+02,1.00000000000000000e+01,Converged,4.16539909210004495e+05,6.45399055228746306e+02,4,12
damped,2.80000000000000000e+02,1.00000000000000000e+02,Converged,4.16539909210004495e+05,6.45399030996337729e+02,5,11
damped,2.80000000000000000e+02,3.00000000000000000e+02,Converged,4.16539909210004495e+05,6.45399161058549453e+02,5,9
damped,2.80000000000000000e+02,6.00000000000000000e+02,Converged,4.16539909210004495e+05,6.45399030999582351e+02,4,7
damped,2.80000000000000000e+02,8.00000000000000000e+02,Converged,4.16539909210004495e+05,6.45399053108876501e+02,4,7
damped,2.80000000000000000e+02,9.00000000000000000e+02,Converged,4.16539909210004495e+05,6.45399030995937551e+02,5,9
damped,2.80000000000000000e+02,1.20000000000000000e+03,Converged,4.16539909210004495e+05,6.45399036711708277e+02,5,9
damped,2.80000000000000000e+02,2.00000000000000000e+03,Converged,4.16539909210004495e+05,6.45399031639881628e+02,6,11
damped,2.81000000000000000e+02,1.00000000000000000e+00,Converged,4.56550758412539784e+05,6.75685399005177260e+02,6,20
damped,2.81000000000000000e+02,1.00000000000000000e+01,Converged,4.56550758412539784e+05,6.75685398995551282e+02,5,14
damped,2.81000000000000000e+02,1.00000000000000000e+02,Converged,4.56550758412539784e+05,6.75685439002829526e+02,4,9
damped,2.81000000000000000e+02,3.00000000000000000e+02,Converged,4.56550758412539784e+05,6.75685398993229228e+02,6,11
damped,2.81000000000000000e+02,6.00000000000000000e+02,Converged,4.56550758412539784e+05,6.75685399200609936e+02,4,7
damped,2.81000000000000000e+02,8.00000000000000000e+02,Converged,4.56550758412539784e+05,6.75685402420844525e+02,4,7
damped,2.81000000000000000e+02,9.00000000000000000e+02,Converged,4.56550758412539784e+05,6.75685398993193985e+02,5,9
damped,2.81000000000000000e+02,1.20000000000000000e+03,Converged,4.56550758412539784e+05,6.75685400871113188e+02,5,9
damped,2.81000000000000000e+02,2.00000000000000000e+03,Converged,4.56550758412539784e+05,6.75685399220440331e+02,6,11
damped,2.82000000000000000e+02,1.00000000000000000e+00,Converged,5.00079462880625972e+05,7.07162967698063994e+02,6,20
damped,2.82000000000000000e+02,1.00000000000000000e+01,Converged,5.00079462880625972e+05,7.07162967834708866e+02,5,14
damped,2.82000000000000000e+02,1.00000000000000000e+02,Converged,5.00079462880625972e+05,7.07162968000041019e+02,4,9
damped,2.82000000000000000e+02,3.00000000000000000e+02,Converged,5.00079462880625972e+05,7.07162967696374949e+02,6,11
damped,2.82000000000000000e+02,6.00000000000000000e+02,Converged,5.00079462880625972e+05,7.07162970581830109e+02,4,7
damped,2.82000000000000000e+02,8.00000000000000000e+02,Converged,5.00079462880625972e+05,7.07162967989123331e+02,4,7
damped,2.82000000000000000e+02,9.00000000000000000e+02,Converged,5.00079462880625972e+05,7.07163028452642152e+02,4,7
damped,2.82000000000000000e+02,1.20000000000000000e+03,Converged,5.00079462880625972e+05,7.07162968255248188e+02,5,9
damped,2.82000000000000000e+02,2.00000000000000000e+03,Converged,5.00079462880625972e+05,7.07162967771777176e+02,6,11
damped,2.83000000000000000e+02,1.00000000000000000e+00,Converged,5.47405889138363302e+05,7.39868832387724183e+02,6,20
damped,2.83000000000000000e+02,1.00000000000000000e+01,Converged,5.47405889138363302e+05,7.39868834428361993e+02,5,14
damped,2.83000000000000000e+02,1.00000000000000000e+02,Converged,5.47405889138363302e+05,7.39868832387504426e+02,5,11
damped,2.83000000000000000e+02,3.00000000000000000e+02,Converged,5.47405889138363302e+05,7.39868832389080239e+02,6,11
damped,2.83000000000000000e+02,6.00000000000000000e+02,Converged,5.47405889138363302e+05,7.39868853254159831e+02,4,7
damped,2.83000000000000000e+02,8.00000000000000000e+02,Converged,5.47405889138363302e+05,7.39868832395446816e+02,4,7
damped,2.83000000000000000e+02,9.00000000000000000e+02,Converged,5.47405889138363302e+05,7.39868844620047184e+02,4,7
damped,2.83000000000000000e+02,1.20000000000000000e+03,Converged,5.47405889138363302e+05,7.39868832536017180e+02,5,9
damped,2.83000000000000000e+02,2.00000000000000000e+03,Converged,5.47405889138363302e+05,7.39868832411222229e+02,6,11
damped,2.84000000000000000e+02,1.00000000000000000e+00,Converged,5.98829737292087288e+05,7.73840899211285091e+02,6,20
damped,2.84000000000000000e+02,1.00000000000000000e+01,Converged,5.98829737292087288e+05,7.73840914500908298e+02,5,14
damped,2.84000000000000000e+02,1.00000000000000000e+02,Converged,5.98829737292087288e+05,7.73840899218938944e+02,5,11
damped,2.84000000000000000e+02,3.00000000000000000e+02,Converged,5.98829737292087288e+05,7.73840899217861875e+02,6,11
damped,2.84000000000000000e+02,6.00000000000000000e+02,Converged,5.98829737292087288e+05,7.73841000931140343e+02,4,7
damped,2.84000000000000000e+02,8.00000000000000000e+02,Converged,5.98829737292087288e+05,7.73841017332945285e+02,3,5
damped,2.84000000000000000e+02,9.00000000000000000e+02,Converged,5.98829737292087288e+05,7.73840900823078755e+02,4,7
damped,2.84000000000000000e+02,1.20000000000000000e+03,Converged,5.98829737292087288e+05,7.73840899245758578e+02,5,9
damped,2.84000000000000000e+02,2.00000000000000000e+03,Converged,5.98829737292087288e+05,7.73840899218248865e+02,6,11
damped,2.85000000000000000e+02,1.00000000000000000e+00,Converged,6.54671765158005059e+05,8.09117947967643090e+02,5,18
damped,2.85000000000000000e+02,1.00000000000000000e+01,Converged,6.54671765158005059e+05,8.09117893275102915e+02,6,17
damped,2.85000000000000000e+02,1.00000000000000000e+02,Converged,6.54671765158005059e+05,8.09117893403722292e+02,5,11
damped,2.85000000000000000e+02,3.00000000000000000e+02,Converged,6.54671765158005059e+05,8.09117893262496295e+02,6,11
damped,2.85000000000000000e+02,6.00000000000000000e+02,Converged,6.54671765158005059e+05,8.09117893238154807e+02,5,9
damped,2.85000000000000000e+02,8.00000000000000000e+02,Converged,6.54671765158005059e+05,8.09117894906342940e+02,3,5
damped,2.85000000000000000e+02,9.00000000000000000e+02,Converged,6.54671765158005059e+05,8.09117893341506146e+02,4,7
damped,2.85000000000000000e+02,1.20000000000000000e+03,Converged,6.54671765158005059e+05,8.09117893244883589e+02,5,9
damped,2.85000000000000000e+02,2.00000000000000000e+03,Converged,6.54671765158005059e+05,8.09117893239982095e+02,6,11
damped,2.86000000000000000e+02,1.00000000000000000e+00,Converged,7.15275075887103681e+05,8.45739377283230624e+02,5,18
damped,2.86000000000000000e+02,1.00000000000000000e+01,Converged,7.15275075887103681e+05,8.45739366412902882e+02,6,17
damped,2.86000000000000000e+02,1.00000000000000000e+02,Converged,7.15275075887103681e+05,8.45739367983744387e+02,5,11
damped,2.86000000000000000e+02,3.00000000000000000e+02,Converged,7.15275075887103681e+05,8.45739366488361384e+02,6,11
damped,2.86000000000000000e+02,6.00000000000000000e+02,Converged,7.15275075887103681e+05,8.45739366405805072e+02,5,9
damped,2.86000000000000000e+02,8.00000000000000000e+02,Converged,7.15275075887103681e+05,8.45739366405586111e+02,4,7
damped,2.86000000000000000e+02,9.00000000000000000e+02,Converged,7.15275075887103681e+05,8.45739366406457293e+02,4,7
damped,2.86000000000000000e+02,1.20000000000000000e+03,Converged,7.15275075887103681e+05,8.45739366406090085e+02,5,9
damped,2.86000000000000000e+02,2.00000000000000000e+03,Converged,7.15275075887103681e+05,8.45739366405471173e+02,6,11
damped,2.87000000000000000e+02,1.00000000000000000e+00,Converged,7.81006471680847812e+05,8.83745706730084976e+02,5,18
damped,2.87000000000000000e+02,1.00000000000000000e+01,Converged,7.81006471680847812e+05,8.83745705326672805e+02,6,17
damped,2.87000000000000000e+02,1.00000000000000000e+02,Converged,7.81006471680847812e+05,8.83745714743072881e+02,5,11
damped,2.87000000000000000e+02,3.00000000000000000e+02,Converged,7.81006471680847812e+05,8.83745705589654449e+02,6,11
damped,2.87000000000000000e+02,6.00000000000000000e+02,Converged,7.81006471680847812e+05,8.83745705330919236e+02,5,9
damped,2.87000000000000000e+02,8.00000000000000000e+02,Converged,7.81006471680847812e+05,8.83745705391461797e+02,4,7
damped,2.87000000000000000e+02,9.00000000000000000e+02,Converged,7.81006471680847812e+05,8.83745717512299052e+02,3,5
damped,2.87000000000000000e+02,1.20000000000000000e+03,Converged,7.81006471680847812e+05,8.83745705325403719e+02,5,9
damped,2.87000000000000000e+02,2.00000000000000000e+03,Converged,7.81006471680847812e+05,8.83745705325377685e+02,6,11
damped,2.88000000000000000e+02,1.00000000000000000e+00,Converged,8.52257876262356527e+05,9.23178139051638709e+02,5,18
damped,2.88000000000000000e+02,1.00000000000000000e+01,Converged,8.52257876262356527e+05,9.23178138964915661e+02,6,17
damped,2.88000000000000000e+02,1.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178138970762461e+02,6,14
damped,2.88000000000000000e+02,3.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178142214117202e+02,4,8
damped,2.88000000000000000e+02,6.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178138995860195e+02,5,9
damped,2.88000000000000000e+02,8.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178140223476817e+02,4,7
damped,2.88000000000000000e+02,9.00000000000000000e+02,Converged,8.52257876262356527e+05,9.23178187194281463e+02,3,5
damped,2.88000000000000000e+02,1.20000000000000000e+03,Converged,8.52257876262356527e+05,9.23178293144397685e+02,4,7
damped,2.88000000000000000e+02,2.00000000000000000e+03,Converged,8.52257876262356527e+05,9.23178138964740356e+02,6,11
damped,2.89000000000000000e+02,1.00000000000000000e+00,Converged,9.29447828839442111e+05,9.64078746182918167e+02,5,18
damped,2.89000000000000000e+02,1.00000000000000000e+01,Converged,9.29447828839442111e+05,9.64078746181805855e+02,6,17
damped,2.89000000000000000e+02,1.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746183512749e+02,6,14
damped,2.89000000000000000e+02,3.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746181806537e+02,5,10
damped,2.89000000000000000e+02,6.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746325046382e+02,5,9
damped,2.89000000000000000e+02,8.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078756981626498e+02,4,7
damped,2.89000000000000000e+02,9.00000000000000000e+02,Converged,9.29447828839442111e+05,9.64078746185544333e+02,4,7
damped,2.89000000000000000e+02,1.20000000000000000e+03,Converged,9.29447828839442111e+05,9.64078784649339013e+02,4,7
damped,2.89000000000000000e+02,2.00000000000000000e+03,Converged,9.29447828839442111e+05,9.64078841710651318e+02,5,9
damped,2.90000000000000000e+02,1.00000000000000000e+00,Converged,1.01302305236810027e+06,1.00649047187363124e+03,4,16
damped,2.90000000000000000e+02,1.00000000000000000e+01,Converged,1.01302305236810027e+06,1.00649051846865382e+03,5,15
damped,2.90000000000000000e+02,1.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046312866346e+03,6,14
damped,2.90000000000000000e+02,3.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046312963515e+03,5,10
damped,2.90000000000000000e+02,6.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046369656332e+03,5,9
damped,2.90000000000000000e+02,8.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649052178989052e+03,4,7
damped,2.90000000000000000e+02,9.00000000000000000e+02,Converged,1.01302305236810027e+06,1.00649046331898342e+03,4,7
damped,2.90000000000000000e+02,1.20000000000000000e+03,Converged,1.01302305236810027e+06,1.00649047017261148e+03,4,7
damped,2.90000000000000000e+02,2.00000000000000000e+03,Converged,1.01302305236810027e+06,1.00649050383204712e+03,5,9
damped,2.91000000000000000e+02,1.00000000000000000e+00,Converged,1.10346009899750631e+06,1.05045711736279281e+03,6,21
damped,2.91000000000000000e+02,1.00000000000000000e+01,Converged,1.10346009899750631e+06,1.05045710209058734e+03,5,15
damped,2.91000000000000000e+02,1.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709050759751e+03,6,14
damped,2.91000000000000000e+02,3.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709053146561e+03,5,10
damped,2.91000000000000000e+02,6.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709249908055e+03,5,9
damped,2.91000000000000000e+02,8.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709050753817e+03,5,9
damped,2.91000000000000000e+02,9.00000000000000000e+02,Converged,1.10346009899750631e+06,1.05045709314152737e+03,4,7
damped,2.91000000000000000e+02,1.20000000000000000e+03,Converged,1.10346009899750631e+06,1.05045709130618457e+03,4,7
damped,2.91000000000000000e+02,2.00000000000000000e+03,Converged,1.10346009899750631e+06,1.05045710683062930e+03,5,9
damped,2.92000000000000000e+02,1.00000000000000000e+00,Converged,1.20126707565061492e+06,1.09602331119112955e+03,6,21
damped,2.92000000000000000e+02,1.00000000000000000e+01,Converged,1.20126707565061492e+06,1.09602330230673579e+03,5,15
damped,2.92000000000000000e+02,1.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602347505731586e+03,5,12
damped,2.92000000000000000e+02,3.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330089977499e+03,5,10
damped,2.92000000000000000e+02,6.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330696802369e+03,5,9
damped,2.92000000000000000e+02,8.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602330068808919e+03,5,9
damped,2.92000000000000000e+02,9.00000000000000000e+02,Converged,1.20126707565061492e+06,1.09602331965428630e+03,4,7
damped,2.92000000000000000e+02,1.20000000000000000e+03,Converged,1.20126707565061492e+06,1.09602330072658901e+03,4,7
damped,2.92000000000000000e+02,2.00000000000000000e+03,Converged,1.20126707565061492e+06,1.09602330680424643e+03,5,9
