time,cell,A,B,C
148,0,0.994354,0.00514484,0.000406059
148,1,0.662997,0.0034526,0.000243974
148,2,0.331498,0.00168804,0.000166918
149,0,0.994316,0.00517689,0.000411403
149,1,0.662972,0.00347429,0.000247194
149,2,0.331486,0.00169836,0.000169101
150,0,0.994278,0.00520891,0.00041678
150,1,0.662947,0.00349596,0.000250433
150,2,0.331474,0.00170866,0.000171298
151,0,0.99424,0.0052409,0.00042219
151,1,0.662923,0.00351761,0.000253692
151,2,0.331461,0.00171895,0.000173507
152,0,0.994202,0.00527285,0.000427633
152,1,0.662898,0.00353923,0.000256972
152,2,0.331449,0.00172922,0.00017573
153,0,0.994164,0.00530477,0.000433109
153,1,0.662873,0.00356084,0.000260271
153,2,0.331436,0.00173948,0.000177967
154,0,0.994125,0.00533665,0.000438618
154,1,0.662848,0.00358242,0.000263591
154,2,0.331424,0.00174973,0.000180216
155,0,0.994087,0.0053685,0.000444159
155,1,0.662823,0.00360398,0.00026693
155,2,0.331412,0.00175996,0.000182479
156,0,0.994049,0.00540031,0.000449734
156,1,0.662799,0.00362552,0.000270289
156,2,0.331399,0.00177018,0.000184754
157,0,0.994011,0.00543209,0.000455342
157,1,0.662774,0.00364704,0.000273669
157,2,0.331387,0.00178039,0.000187043
158,0,0.993973,0.00546384,0.000460982
158,1,0.662749,0.00366854,0.000277068
158,2,0.331374,0.00179058,0.000189345
159,0,0.993935,0.00549555,0.000466655
159,1,0.662724,0.00369002,0.000280487
159,2,0.331362,0.00180076,0.00019166
160,0,0.993896,0.00552723,0.00047236
160,1,0.662699,0.00371148,0.000283926
160,2,0.33135,0.00181093,0.000193988
161,0,0.993858,0.00555887,0.000478099
161,1,0.662675,0.00373292,0.000287385
161,2,0.331337,0.00182108,0.000196329
162,0,0.99382,0.00559048,0.000483869
162,1,0.66265,0.00375434,0.000290864
162,2,0.331325,0.00183122,0.000198683
163,0,0.993782,0.00562206,0.000489673
163,1,0.662625,0.00377573,0.000294362
163,2,0.331312,0.00184134,0.00020105
164,0,0.993744,0.0056536,0.000495509
164,1,0.6626,0.00379711,0.00029788
164,2,0.3313,0.00185145,0.00020343
165,0,0.993706,0.00568511,0.000501378
165,1,0.662575,0.00381846,0.000301419
165,2,0.331288,0.00186155,0.000205824
166,0,0.993668,0.00571658,0.000507279
166,1,0.662551,0.00383979,0.000304976
166,2,0.331275,0.00187164,0.00020823
167,0,0.993629,0.00574802,0.000513212
167,1,0.662526,0.00386111,0.000308554
167,2,0.331263,0.00188171,0.000210649
168,0,0.993591,0.00577943,0.000519178
168,1,0.662501,0.0038824,0.000312151
168,2,0.331251,0.00189177,0.000213081
169,0,0.993553,0.0058108,0.000525177
169,1,0.662476,0.00390367,0.000315768
169,2,0.331238,0.00190181,0.000215525
170,0,0.993515,0.00584214,0.000531207
170,1,0.662451,0.00392492,0.000319405
170,2,0.331226,0.00191184,0.000217983
171,0,0.993477,0.00587344,0.00053727
171,1,0.662427,0.00394615,0.000323062
171,2,0.331213,0.00192186,0.000220454
172,0,0.993439,0.00590471,0.000543366
172,1,0.662402,0.00396736,0.000326738
172,2,0.331201,0.00193186,0.000222937
173,0,0.993401,0.00593595,0.000549493
173,1,0.662377,0.00398855,0.000330434
173,2,0.331189,0.00194185,0.000225434
174,0,0.993362,0.00596715,0.000555653
174,1,0.662352,0.00400972,0.000334149
174,2,0.331176,0.00195183,0.000227943
175,0,0.993324,0.00599832,0.000561845
175,1,0.662327,0.00403087,0.000337884
175,2,0.331164,0.0019618,0.000230465
176,0,0.993286,0.00602946,0.000568069
176,1,0.662303,0.004052,0.000341638
176,2,0.331151,0.00197175,0.000233
177,0,0.993248,0.00606056,0.000574325
177,1,0.662278,0.00407311,0.000345412
177,2,0.331139,0.00198169,0.000235547
178,0,0.99321,0.00609163,0.000580613
178,1,0.662253,0.00409419,0.000349206
178,2,0.331127,0.00199161,0.000238108
179,0,0.993172,0.00612267,0.000586934
179,1,0.662228,0.00411526,0.000353019
179,2,0.331114,0.00200152,0.000240681
180,0,0.993134,0.00615367,0.000593286
180,1,0.662203,0.0041363,0.000356852
180,2,0.331102,0.00201142,0.000243266
181,0,0.993095,0.00618464,0.00059967
181,1,0.662179,0.00415733,0.000360704
181,2,0.331089,0.00202131,0.000245865
182,0,0.993057,0.00621557,0.000606086
182,1,0.662154,0.00417834,0.000364576
182,2,0.331077,0.00203118,0.000248476
183,0,0.993019,0.00624648,0.000612534
183,1,0.662129,0.00419932,0.000368467
183,2,0.331065,0.00204104,0.0002511
184,0,0.992981,0.00627734,0.000619014
184,1,0.662104,0.00422028,0.000372377
184,2,0.331052,0.00205088,0.000253737
185,0,0.992943,0.00630818,0.000625526
185,1,0.662079,0.00424123,0.000376307
185,2,0.33104,0.00206072,0.000256386
186,0,0.992905,0.00633898,0.00063207
186,1,0.662055,0.00426215,0.000380256
186,2,0.331027,0.00207054,0.000259047
187,0,0.992867,0.00636975,0.000638645
187,1,0.66203,0.00428306,0.000384225
187,2,0.331015,0.00208034,0.000261722
188,0,0.992828,0.00640049,0.000645252
188,1,0.662005,0.00430394,0.000388213
188,2,0.331003,0.00209014,0.000264409
189,0,0.99279,0.00643119,0.000651891
189,1,0.66198,0.0043248,0.00039222
189,2,0.33099,0.00209992,0.000267108
190,0,0.992752,0.00646186,0.000658561
190,1,0.661956,0.00434564,0.000396247
190,2,0.330978,0.00210968,0.00026982
191,0,0.992714,0.0064925,0.000665263
191,1,0.661931,0.00436647,0.000400292
191,2,0.330965,0.00211944,0.000272545
192,0,0.992676,0.0065231,0.000671997
192,1,0.661906,0.00438727,0.000404358
192,2,0.330953,0.00212918,0.000275282
193,0,0.992638,0.00655367,0.000678762
193,1,0.661881,0.00440805,0.000408442
193,2,0.330941,0.00213891,0.000278032
194,0,0.992599,0.00658421,0.000685559
194,1,0.661856,0.00442881,0.000412546
194,2,0.330928,0.00214862,0.000280794
195,0,0.992561,0.00661472,0.000692387
195,1,0.661832,0.00444956,0.000416669
195,2,0.330916,0.00215833,0.000283569
196,0,0.992523,0.00664519,0.000699247
196,1,0.661807,0.00447028,0.000420811
196,2,0.330903,0.00216801,0.000286356
197,0,0.992485,0.00667563,0.000706138
