time,cell,A,B,C
0,0,1,0,0
0,1,0.666667,0,0
0,2,0.333333,0,0
1,0,1,1.69754e-09,7.83113e-11
1,1,0.666667,1.20619e-09,5.31312e-11
1,2,0.333333,4.91756e-10,2.4644e-11
2,0,1,3.32022e-09,2.31481e-10
2,1,0.666667,2.3615e-09,1.57152e-10
2,2,0.333333,9.60044e-10,7.27558e-11
3,0,1,4.87135e-09,4.56207e-10
3,1,0.666667,3.46806e-09,3.09915e-10
3,2,0.333333,1.40598e-09,1.43216e-10
4,0,1,6.35407e-09,7.49334e-10
4,1,0.666667,4.52793e-09,5.09364e-10
4,2,0.333333,1.83064e-09,2.34957e-10
5,0,1,7.77141e-09,1.10785e-09
5,1,0.666667,5.54309e-09,7.5353e-10
5,2,0.333333,2.23504e-09,3.46964e-10
6,0,1,9.12625e-09,1.52886e-09
6,1,0.666667,6.51542e-09,1.04053e-09
6,2,0.333333,2.62013e-09,4.7827e-10
7,0,1,1.04213e-08,2.00962e-09
7,1,0.666667,7.44672e-09,1.36854e-09
7,2,0.333333,2.98685e-09,6.27953e-10
8,0,1,1.16593e-08,2.54749e-09
8,1,0.666667,8.33873e-09,1.73585e-09
8,2,0.333333,3.33606e-09,7.95137e-10
9,0,1,1.28427e-08,3.13995e-09
9,1,0.666667,9.19311e-09,2.1408e-09
9,2,0.333333,3.66861e-09,9.78987e-10
10,0,1,1.39739e-08,3.7846e-09
10,1,0.666667,1.00114e-08,2.58179e-09
10,2,0.333333,3.98529e-09,1.17871e-09
11,0,1,1.50552e-08,4.47913e-09
11,1,0.666667,1.07953e-08,3.0573e-09
11,2,0.333333,4.28686e-09,1.39354e-09
12,0,1,1.60889e-08,5.22135e-09
12,1,0.666667,1.1546e-08,3.56589e-09
12,2,0.333333,4.57404e-09,1.62276e-09
13,0,1,1.70769e-08,6.00915e-09
13,1,0.666667,1.22651e-08,4.10615e-09
13,2,0.333333,4.84751e-09,1.86569e-09
14,0,1,1.80214e-08,6.84051e-09
14,1,0.666667,1.29538e-08,4.67675e-09
14,2,0.333333,5.10793e-09,2.12167e-09
15,0,1,1.89242e-08,7.71353e-09
15,1,0.666667,1.36135e-08,5.2764e-09
15,2,0.333333,5.35592e-09,2.39008e-09
16,0,1,1.97873e-08,8.62636e-09
16,1,0.666667,1.42453e-08,5.90389e-09
16,2,0.333333,5.59208e-09,2.67032e-09
17,0,1,2.06122e-08,9.57725e-09
17,1,0.666667,1.48505e-08,6.55803e-09
17,2,0.333333,5.81696e-09,2.96183e-09
18,0,1,2.14008e-08,1.05645e-08
18,1,0.666667,1.54301e-08,7.23771e-09
18,2,0.333333,6.03112e-09,3.26408e-09
19,0,1,2.21546e-08,1.15866e-08
19,1,0.666667,1.59853e-08,7.94184e-09
19,2,0.333333,6.23505e-09,3.57654e-09
20,0,1,2.28752e-08,1.26418e-08
20,1,0.666667,1.65171e-08,8.66939e-09
20,2,0.333333,6.42926e-09,3.89874e-09
21,0,1,2.3564e-08,1.37289e-08
21,1,0.666667,1.70264e-08,9.41938e-09
21,2,0.333333,6.61419e-09,4.23021e-09
22,0,1,2.42224e-08,1.48463e-08
22,1,0.666667,1.75143e-08,1.01909e-08
22,2,0.333333,6.7903e-09,4.5705e-09
23,0,1,2.48518e-08,1.59928e-08
23,1,0.666667,1.79815e-08,1.09829e-08
23,2,0.333333,6.95801e-09,4.91919e-09
24,0,1,2.54534e-08,1.7167e-08
24,1,0.666667,1.84291e-08,1.17947e-08
24,2,0.333333,7.11771e-09,5.27589e-09
25,0,1,2.60285e-08,1.83678e-08
25,1,0.666667,1.88577e-08,1.26254e-08
25,2,0.333333,7.26979e-09,5.64021e-09
26,0,1,2.65783e-08,1.95939e-08
26,1,0.666667,1.92683e-08,1.34741e-08
26,2,0.333333,7.41461e-09,6.01179e-09
27,0,1,2.71037e-08,2.08443e-08
27,1,0.666667,1.96616e-08,1.43402e-08
27,2,0.333333,7.55252e-09,6.39028e-09
28,0,1,2.76061e-08,2.21178e-08
28,1,0.666667,2.00382e-08,1.52228e-08
28,2,0.333333,7.68385e-09,6.77535e-09
29,0,1,2.80862e-08,2.34135e-08
29,1,0.666667,2.0399e-08,1.61214e-08
29,2,0.333333,7.80891e-09,7.16668e-09
30,0,1,2.85452e-08,2.47303e-08
30,1,0.666667,2.07446e-08,1.70351e-08
30,2,0.333333,7.92801e-09,7.56399e-09
31,0,1,2.8984e-08,2.60674e-08
31,1,0.666667,2.10755e-08,1.79635e-08
