time,cell,A,B,C
44,2,0.279637,0.0514529,0.00224294
45,0,0.835573,0.133598,0.0308321
45,1,0.557046,0.0625295,0.0470905
45,2,0.278523,0.0524696,0.0023404
46,0,0.832243,0.135691,0.0320677
46,1,0.554827,0.0630787,0.0487606
46,2,0.277414,0.0534799,0.00243973
47,0,0.828928,0.137752,0.0333219
47,1,0.552617,0.0636051,0.0504446
47,2,0.276308,0.0544839,0.00254093
48,0,0.825626,0.139782,0.0345947
48,1,0.550414,0.0641093,0.052142
48,2,0.275207,0.0554817,0.00264398
49,0,0.822336,0.141781,0.0358857
49,1,0.54822,0.064592,0.0538522
49,2,0.27411,0.0564733,0.00274887
50,0,0.819059,0.143748,0.0371946
50,1,0.546036,0.0650538,0.0555746
50,2,0.273018,0.0574586,0.00285559
51,0,0.815798,0.145685,0.0385211
51,1,0.543862,0.0654951,0.0573087
51,2,0.271931,0.0584378,0.00296413
52,0,0.812548,0.147591,0.039865
52,1,0.541695,0.0659167,0.059054
52,2,0.270848,0.0594108,0.00307448
53,0,0.809311,0.149467,0.0412259
53,1,0.539536,0.0663189,0.0608099
53,2,0.269768,0.0603778,0.00318663
54,0,0.806086,0.151314,0.0426037
54,1,0.537387,0.0667024,0.0625759
54,2,0.268693,0.0613386,0.00330055
55,0,0.802874,0.153131,0.043998
55,1,0.535245,0.0670677,0.0643516
55,2,0.267622,0.0622934,0.00341626
56,0,0.799675,0.154919,0.0454086
56,1,0.533112,0.0674152,0.0661366
56,2,0.266556,0.0632422,0.00353372
57,0,0.79649,0.156678,0.0468352
57,1,0.530989,0.0677455,0.0679302
57,2,0.265495,0.0641849,0.00365294
58,0,0.793316,0.158409,0.0482776
58,1,0.528874,0.068059,0.0697322
58,2,0.264437,0.0651217,0.00377389
59,0,0.790155,0.160112,0.0497355
59,1,0.526768,0.0683562,0.071542
59,2,0.263384,0.0660526,0.00389658
60,0,0.787006,0.161787,0.0512086
60,1,0.52467,0.0686376,0.0733593
60,2,0.262335,0.0669775,0.00402098
61,0,0.783871,0.163434,0.0526967
61,1,0.52258,0.0689036,0.0751837
61,2,0.26129,0.0678965,0.00414709
62,0,0.780746,0.165054,0.0541996
62,1,0.520497,0.0691546,0.0770147
62,2,0.260249,0.0688097,0.00427489
63,0,0.777637,0.166648,0.055717
63,1,0.518424,0.0693911,0.0788519
63,2,0.259212,0.0697171,0.00440438
64,0,0.77454,0.168214,0.0572487
64,1,0.516358,0.0696134,0.080695
64,2,0.258179,0.0706186,0.00453555
65,0,0.771454,0.169754,0.0587944
65,1,0.5143,0.0698219,0.0825437
65,2,0.25715,0.0715144,0.00466838
66,0,0.768381,0.171268,0.0603538
66,1,0.512252,0.0700171,0.0843975
66,2,0.256126,0.0724044,0.00480286
67,0,0.76532,0.172757,0.0619268
67,1,0.510211,0.0701993,0.0862561
67,2,0.255105,0.0732887,0.00493898
68,0,0.762272,0.174219,0.0635132
68,1,0.508177,0.0703689,0.0881192
68,2,0.254089,0.0741673,0.00507674
69,0,0.759235,0.175657,0.0651126
69,1,0.506152,0.0705262,0.0899865
69,2,0.253076,0.0750403,0.00521612
70,0,0.75621,0.177069,0.0667249
70,1,0.504136,0.0706716,0.0918577
70,2,0.252068,0.0759075,0.00535711
71,0,0.753199,0.178457,0.0683498
71,1,0.502127,0.0708054,0.0937324
71,2,0.251064,0.0767692,0.0054997
